QuantitySold,PricePercent,StartingBidPercent,SellerClosePercent,AvgPrice,AuctionCount,AuctionSaleCount,SellerAuctionCount,AuctionMedianPrice
1,1.1803,0.1933,0.885057471,51.6793,1586,447,1740,36
0,1.493,1.493,0.032193159,16.7373,68,15,497,11
0,1.2212,1.2212,0.32,28.652,15,5,850,15
1,1.0812,0.1636,0.981981982,61.0409,252,96,222,50.495
1,0.4583,0.4583,0.553381459,2.16,33,5,5264,2.59
0,1.6929,1.6929,0.03125,17.7202,98,30,96,13.75
0,0.0019,0.0019,0.56,502.8921,298,96,50,355
0,1.7821,1.7821,0.235211268,2.8,14,1,3550,2.8
0,0.2992,0.2992,0.043956044,16.7107,91,14,91,7.75
0,0.2992,0.2992,0.043956044,16.7107,91,14,91,7.75
0,3.8385,3.8385,0.043478261,13.0231,209,33,46,9.99
0,16.8922,16.8922,0.089673913,13.0231,209,33,736,9.99
0,0.3826,0.3826,0.052631579,10.4281,167,65,57,4.99
0,1,1,0.315789474,0.99,9,1,2603,0.99
1,1,1,0.136876006,0.99,1,1,1242,0.99
1,0.2782,0.2782,0.28,502.8921,298,96,25,355
0,1.1304,1.1304,0.03030303,8.8369,287,105,33,4.31
0,1.0722,1.0722,0.262433053,0.9233,22,6,1307,0.75
1,0.5735,0.163,0.926470588,61.0409,252,96,204,50.495
1,0.71,0.458,0.710144928,43.6604,78,31,69,20.49
1,0.9687,0.9374,0.489882444,15.99,35,3,5189,15.49
1,0.9514,0.1584,0.830708661,63.062,620,257,508,56
0,0.5881,0.5881,0.251633987,42.4916,15,2,306,27.495
1,0.9324,0.115,0.885057471,86.8692,607,252,1740,74.49
0,0.1161,0.1161,0.387755102,51.6793,1586,447,49,36
0,0.601,0.601,0.091288783,1.647,75,10,5028,1.8
1,0.2908,0.2908,0.090909091,51.5669,172,46,33,23.725
1,0.3597,0.3597,0.583916084,1.39,33,9,286,0.99
0,1.0588,1.0588,0.025744167,4.7126,593,190,1243,2.82
0,3.98,3.98,0.176,0.5,36,2,125,0.5
1,0.9411,0.9411,0.531141869,3.1768,29,16,1156,2.99
0,0.4991,0.4991,0.047619048,28.027,173,84,147,16.505
0,1.2555,1.2555,0.111111111,31.0632,440,137,270,26.54
1,0.2958,0.2958,0.566084788,16.8647,195,51,401,9.99
1,1.238,0.8644,0.8,2.302,61,13,35,2.25
0,1.0322,1.0322,0.084745763,2.6642,153,11,236,0.99
0,0.8466,0.8466,0.024955437,4.7126,593,190,1122,2.82
0,0.3778,0.3778,0.053624042,2.62,24,2,1697,2.62
0,0.2441,0.2441,0.133433283,4.0548,168,24,667,0.995
1,2.6149,0.8922,1,113.1952,573,339,4,93.09
1,1.1776,0.0019,0.56384743,5.1375,18,4,603,5
1,1.2516,0.0157,0.995726496,63.0227,256,141,1638,59.99
0,0.5305,0.5305,0.16,9.4236,146,60,25,4.97
0,1.7328,1.7328,0.033898305,5.765,30,8,177,4
1,1.9365,0.5475,0.846153846,27.3936,575,244,26,15.28
0,0.2992,0.2992,0.043956044,16.7107,91,14,91,7.75
0,0.0637,0.0637,0.2,137.2483,43,6,155,121.25
0,1.1384,1.1384,0.065502183,4.3833,64,3,687,4.69
0,3.0701,3.0701,0.057277133,64.817,517,165,6809,41
1,3.6504,3.6504,0.102941176,27.3936,575,244,68,15.28
0,4.5695,4.5695,0.054545455,1.092,33,5,55,0.99
0,2.1803,2.1803,0.016241299,1.83,25,3,431,1.25
1,0.8563,0.1584,0.830708661,63.062,620,257,508,56
0,1.0722,1.0722,0.133433283,0.9233,15,3,667,0.99
0,3.1975,3.1975,0.057692308,49.9721,215,36,156,32.34
0,1.8163,1.8163,0.038315256,5.5,5,1,7099,5.5
1,0.3276,0.3276,0.181818182,15.2603,125,52,22,8.49
0,2.1953,2.1953,0.009892086,1.1342,36,7,6672,0.99
0,0.1163,0.1163,0.075025694,51.5669,172,46,973,23.725
0,1.0588,1.0588,0.210526316,4.7126,593,190,57,2.82
0,3.98,3.98,0.176,0.5,36,2,125,0.5
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
1,0.6024,0.1584,0.178217822,63.062,620,257,101,56
0,0.8466,0.8466,0.128269437,4.7126,593,190,2791,2.82
1,0.0606,0.0606,0.388059701,16.3112,27,8,67,9.5
0,0.0554,0.0554,0.194174757,8.8369,287,105,103,4.31
0,0.674,0.674,0.043859649,26.6892,29,12,456,18.99
1,2.4458,1.6423,0.915980231,27.3936,575,244,607,15.28
0,0.2186,0.2186,0.488888889,27.3936,575,244,90,15.28
1,0.8528,0.8528,0.04776451,58.6282,351,153,3601,48.59
0,0.7586,0.7586,0.065217391,1.305,12,4,506,0.99
0,0.5643,0.5643,0.0225,17.7202,98,30,400,13.75
0,0.8291,0.8291,0.059002433,2.4,8,1,1644,2.55
0,1.0627,1.0627,0.043478261,12.223,285,33,92,9.99
0,1.1418,1.1418,0.079545455,43.7809,35,11,88,34.59
0,2.7085,2.7085,0.080667594,14.7642,41,19,719,8.08
1,0.7202,0.0155,0.905845835,63.8666,49,28,1933,51
0,2.2232,2.2232,0.009892086,1.12,34,2,6672,1.12
0,1.7373,1.7373,0.133333333,17.2618,19,11,375,12.59
0,2.2908,2.2908,0.032235459,86.8692,607,252,1427,74.49
0,1.101,1.101,0.229166667,22.6966,76,18,48,23.98
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
0,1.8303,1.8303,0.047619048,86.8692,607,252,21,74.49
0,1.0305,1.0305,0.043478261,63.062,620,257,46,56
0,1.939,1.939,0.041825095,51.5669,172,46,263,23.725
1,0.4119,0.4119,0.32,2.4033,15,2,850,1.12
1,0.7208,0.0198,0.877358491,49.9721,215,36,106,32.34
0,1.6968,1.6968,0.242424242,9.4236,146,60,99,4.97
0,2.5062,2.5062,0.103349282,5.985,71,6,1045,5.995
0,0.5996,0.5996,0.111940299,51.6793,1586,447,134,36
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
1,0.9677,0.1584,0.885057471,63.062,620,257,1740,56
0,1.0074,1.0074,0.536231884,16.8647,195,51,69,9.99
1,0.0888,0.0888,0.816091954,11.1443,117,30,87,2.59
0,1.0609,1.0609,0.135531136,4.7126,593,190,273,2.82
0,5.0613,5.0613,0.021857923,52.3561,284,93,183,46.09
1,0.6205,0.6205,0.344827586,27.3936,575,244,87,15.28
1,0.6875,0.5538,0.092465753,52.3561,284,93,292,46.09
1,0.91,0.2254,0.66,43.8304,88,38,100,23.045
0,1.7621,1.7621,0.076305221,3.1155,33,9,249,2.32
0,1.0233,1.0233,0.04776451,58.6282,351,153,3601,48.59
0,3.0701,3.0701,0.057277133,64.817,517,165,6809,41
0,0.6592,0.6592,0.3125,45.4942,214,37,32,26.89
1,3.0479,3.0479,0.333333333,14.7642,41,19,3,8.08
0,1.1384,1.1384,0.065502183,4.3833,64,3,687,4.69
0,1.6974,1.6974,0.113207547,8.8369,287,105,212,4.31
1,0.5698,0.3646,0.49382716,27.3936,575,244,81,15.28
0,0.5929,0.5929,0.242424242,16.8647,195,51,66,9.99
0,1.1418,1.1418,0.079545455,43.7809,35,11,88,34.59
1,1.2536,0.075,0.99522293,2.6642,16,6,628,1.645
0,3.5034,3.5034,0.5625,14.2687,193,67,32,5.5
0,0.6624,0.6624,0.133333333,113.1952,573,339,150,93.09
0,0.105,0.105,0.16,9.4236,146,60,25,4.97
0,1.7225,1.7225,0.165333333,113.1952,573,339,375,93.09
0,0.7732,0.7732,0.013888889,23.2133,57,9,648,19.99
1,1.0969,1.0969,0.555555556,4.549,37,8,9,3.665
0,1.2263,1.2263,0.059002433,12.223,285,33,1644,9.99
1,1.716,0.1821,0.625,27.3936,575,244,8,15.28
0,1.7782,1.7782,0.235294118,16.8647,195,51,17,9.99
1,0.3915,0.3671,0.207142857,122.58,52,15,140,51
1,0.3829,0.0361,0.720588235,27.3936,575,244,680,15.28
0,1.018,1.018,0.057392996,64.817,517,165,1028,41
0,0.7597,0.7597,0.306976744,18.4273,583,291,215,12.26
1,1,1,0.235211268,0.99,2,1,3550,0.99
0,1,1,0.031888614,9.95,52,1,4453,9.95
1,2.0683,2.0683,0.235211268,4.83,3,3,3550,3
1,0.3602,0.0156,1,63.062,620,257,2,56
1,0.5611,0.1933,0.885057471,51.6793,1586,447,1740,36
0,1.5118,1.5118,0.009892086,1.647,75,10,6672,1.8
1,1.1292,0.1584,0.885057471,63.062,620,257,1740,56
0,1.5118,1.5118,0.009892086,1.647,75,10,6672,1.8
1,0.2513,0.2513,0.387755102,51.6793,1586,447,49,36
0,0.5421,0.5421,0.030487805,18.4273,583,291,656,12.26
0,0.6036,0.6036,0.125,132.5112,38,10,80,32.79
0,0.5708,0.5708,0.666666667,51.6793,1586,447,3,36
0,1.9332,1.9332,0.008514664,12.9264,106,11,1057,9.99
0,0.6383,0.6383,0.111940299,51.6793,1586,447,134,36
0,6.0655,6.0655,0.009163803,1.647,75,10,873,1.8
0,0.8542,0.8542,0.031888614,9.95,52,1,4453,9.95
0,1.1412,1.1412,0.553381459,0.8675,13,4,5264,0.99
0,1.9602,1.9602,0.19047619,24.4821,39,11,63,10.49
0,12.7837,12.7837,0.052631579,3.1282,96,17,76,2.5
1,0.9868,0.1933,0.638888889,51.6793,1586,447,36,36
0,2.1953,2.1953,0.009892086,1.1342,36,7,6672,0.99
0,1.0226,1.0226,0.14801444,12.223,285,33,277,9.99
0,0.73,0.73,0.344827586,27.3936,575,244,87,15.28
0,0.8014,0.8014,0.015748031,43.6604,78,31,127,20.49
1,1.7712,1.3251,0.285714286,113.1952,573,339,21,93.09
0,0.5305,0.5305,0.16,9.4236,146,60,25,4.97
0,1.827,1.827,0.010115607,43.7809,35,11,692,34.59
0,0.0255,0.0255,0.2,137.2483,43,6,155,121.25
0,0.0182,0.0182,0.2,137.2483,43,6,155,121.25
0,0.5833,0.5833,0.020172911,6,21,1,347,6
1,1.7112,0.0882,0.739583333,113.1952,573,339,96,93.09
0,0.2359,0.2359,0.053624042,4.1958,32,3,1697,0.99
0,4.9051,4.9051,0.5625,14.2687,193,67,32,5.5
0,1.6382,1.6382,0.285714286,61.0409,252,96,7,50.495
0,0.8392,0.8392,0.071428571,27.3928,20,4,182,6.25
1,0.2546,0.112,0.764705882,8.8369,287,105,34,4.31
1,0.2534,0.0814,0.965217391,122.58,52,15,115,51
1,0.9654,0.9654,0.223684211,31.0632,440,137,76,26.54
1,0.959,0.7475,0.276595745,53.1767,133,38,94,29.885
1,0.6154,0.6154,0.439692982,0.4062,14,8,912,0.25
0,0.8636,0.8636,0.010471204,43.99,4,2,764,43.99
0,0.2152,0.2152,0.292307692,4.5994,198,34,65,2.12
0,0.8731,0.8731,0.235211268,5.715,4,2,3550,5.715
0,2.6768,2.6768,0.026058632,1.3075,45,4,2149,1.12
0,1.572,1.572,0.111940299,15.2603,125,52,134,8.49
0,0.6073,0.6073,0.091288783,1.63,107,12,5028,0.99
0,0.8728,0.8728,0.091288783,1.1342,36,7,5028,0.99
0,1,1,0.269346734,0.5,3,1,995,0.5
0,0.5383,0.5383,0.041237113,11.1443,117,30,97,2.59
1,0.7122,0.7122,0.503926702,1.39,33,9,1528,0.99
1,0.3115,0.306,0.4,179.7259,47,12,35,104.89
0,0.7559,0.7559,0.343283582,64.817,517,165,536,41
1,0.5657,0.0152,0.1125,64.817,517,165,160,41
0,3.0701,3.0701,0.057277133,64.817,517,165,6809,41
1,0.6005,0.0361,0.218978102,27.3936,575,244,137,15.28
1,1.7356,0.2643,0.553381459,3.745,7,2,5264,3.745
0,0.8542,0.8542,0.031888614,9.95,52,1,4453,9.95
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,1.3351,1.3351,0.12,51.6793,1586,447,25,36
0,0.7841,0.7841,0.277108434,40.7425,15,4,249,35.975
1,0.9208,0.9208,0.352941176,86.8692,607,252,17,74.49
0,0.5881,0.5881,0.251633987,42.4916,15,2,306,27.495
1,0.471,0.0186,0.979672501,53.1767,133,38,1771,29.885
0,0.795,0.795,0.026058632,113.1952,573,339,2149,93.09
0,0.9375,0.9375,0.064801178,4.16,39,8,679,2.075
0,1.0627,1.0627,0.14801444,12.223,285,33,277,9.99
0,0.3646,0.3646,0.073529412,27.3936,575,244,68,15.28
0,0.3411,0.3411,0.12,58.6282,351,153,25,48.59
0,0.7586,0.7586,0.065217391,1.305,12,4,506,0.99
1,1.199,1.199,0.769230769,2.16,33,5,156,2.59
0,0.5409,0.5409,0.058823529,147.8785,14,6,17,128.635
1,0.3409,0.0182,0.166666667,54.2361,154,42,12,43.275
0,0.7132,0.7132,0.047619048,28.027,173,84,147,16.505
0,0.5568,0.5568,0.015384615,17.939,68,20,65,12.475
1,0.4371,0.0014,0.611111111,6.9544,128,42,18,3.255
1,0.4313,0.0014,0.611111111,6.9544,128,42,18,3.255
1,0.7027,0.0155,0.905845835,63.8666,49,28,1933,51
0,1.4598,1.4598,0.101351351,27.3936,575,244,592,15.28
1,0.3497,0.3497,0.104278075,14.2687,193,67,374,5.5
1,0.1841,0.1841,0.75,54.2361,154,42,20,43.275
0,3.0856,3.0856,0.176470588,64.817,517,165,17,41
0,1.9662,1.9662,0.098039216,76.2809,329,139,51,66.23
0,0.2186,0.2186,0.56,27.3936,575,244,250,15.28
0,2.1803,2.1803,0.016241299,1.83,25,3,431,1.25
0,0.6435,0.6435,0.058823529,31.0632,440,137,17,26.54
1,0.9675,0.9675,0.181034483,51.6793,1586,447,116,36
1,0.6036,0.6036,0.125,132.5112,38,10,80,32.79
0,2.0033,2.0033,0.225701505,2.99,15,2,2459,2.99
1,1.3566,0.0537,0.926829268,18.4273,583,291,41,12.26
0,0.2551,0.2551,0.56,27.3936,575,244,250,15.28
1,0.4387,0.4387,0.738148984,2.2566,43,9,443,0.99
1,0.3892,0.3892,0.09375,15.2866,36,5,864,5.95
0,3.3814,3.3814,0.191489362,17.7409,385,73,47,10.49
0,0.4335,0.4335,0.04587156,18.4273,583,291,654,12.26
0,0.3164,0.3164,0.441558442,3.1282,96,17,385,2.5
0,0.6772,0.6772,0.083011583,51.6793,1586,447,518,36
1,0.5029,0.087,0.966101695,51.6793,1586,447,59,36
1,0.6555,0.0155,0.905845835,63.8666,49,28,1933,51
0,1.0627,1.0627,0.14801444,12.223,285,33,277,9.99
0,0.8916,0.8916,0.047619048,28.027,173,84,147,16.505
0,0.3753,0.3753,0.060747664,2.6642,153,11,214,0.99
0,0.7122,0.7122,0.553381459,1.39,33,9,5264,0.99
0,0.4353,0.4353,0.826086957,51.6793,1586,447,46,36
0,1.2754,1.2754,0.177083333,3.1282,96,17,96,2.5
0,1.3719,1.3719,0.040816327,17.7409,385,73,49,10.49
0,1.031,1.031,0.178807947,9.6888,56,7,151,7.5
0,0.7119,0.7119,0.008849558,28.0233,12,3,339,26
0,0.6361,0.6361,0.152173913,3.1282,96,17,46,2.5
1,2.5396,0.0186,0.955,53.1767,133,38,200,29.885
1,1.5197,1.5197,0.140468227,4.5994,198,34,299,2.12
0,1.0849,1.0849,0.272727273,4.5994,198,34,11,2.12
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.7571,0.7571,0.091288783,1.3075,45,4,5028,1.12
0,4.4864,4.4864,0.009892086,0.555,66,2,6672,0.555
0,0.8828,0.8828,0.725376593,0.555,66,2,1726,0.555
0,5.0613,5.0613,0.021857923,52.3561,284,93,183,46.09
0,1.8382,1.8382,0.301587302,51.6793,1586,447,126,36
1,1.0255,0.0001,0.264705882,51.6793,1586,447,34,36
0,3.207,3.207,0.038315256,3.115,24,2,7099,3.115
1,0.4774,0.4222,0.850806452,4.7126,593,190,248,2.82
0,2.1756,2.1756,0.047619048,86.8692,607,252,21,74.49
0,1.2773,1.2773,0.018867925,27.3936,575,244,53,15.28
1,0.8768,0.0155,0.905845835,63.8666,49,28,1933,51
1,1.1853,1.1853,0.536231884,16.8647,195,51,69,9.99
0,4.2974,4.2974,0.033557047,52.3561,284,93,149,46.09
0,0.2053,0.2053,0.509090909,9.6888,56,7,55,7.5
0,1.0627,1.0627,0.043478261,12.223,285,33,92,9.99
0,3.4984,3.4984,0.293333333,16.8647,195,51,75,9.99
1,1.0859,0.0191,0.905845835,51.5669,172,46,1933,23.725
0,1.9332,1.9332,0.008514664,12.9264,106,11,1057,9.99
1,3.5074,0.3377,0.605851064,2.9309,49,20,1880,2.545
1,1.2595,0.7111,0.826086957,113.1952,573,339,46,93.09
0,0.3177,0.3177,0.64,3.1155,33,9,125,2.32
1,0.6942,0.6942,0.168663594,64.817,517,165,1085,41
0,0.0236,0.0236,0.2,137.2483,43,6,155,121.25
0,16.8922,16.8922,0.089673913,13.0231,209,33,736,9.99
0,0.7597,0.7597,0.306976744,18.4273,583,291,215,12.26
1,0.6,0.1933,0.885057471,51.6793,1586,447,1740,36
1,0.7942,0.115,0.885057471,86.8692,607,252,1740,74.49
0,0.2683,0.2683,0.137704918,18.632,48,6,305,3.36
1,0.832,0.1933,0.885057471,51.6793,1586,447,1740,36
0,1.2684,1.2684,0.178217822,63.062,620,257,101,56
0,0.8542,0.8542,0.031888614,9.95,52,1,4453,9.95
1,1.6587,0.3379,0.636363636,14.7642,41,19,11,8.08
0,2.6339,2.6339,0.009892086,1.12,34,2,6672,1.12
0,0.3646,0.3646,0.073529412,27.3936,575,244,68,15.28
0,0.8675,0.8675,0.055307761,4.5994,198,34,1121,2.12
0,0.619,0.619,0.111940299,51.6793,1586,447,134,36
0,1.998,1.998,0.038315256,5,13,1,7099,5
0,0.4846,0.4846,0.242105263,16.485,32,11,570,9.99
1,0.8839,0.8839,0.574123989,1.12,34,2,371,1.12
0,0.5599,0.5599,0.166666667,14.2687,193,67,54,5.5
1,1,1,0.225701505,4.99,2,2,2459,4.99
1,0.0467,0.0142,0.578431373,69.5306,47,14,306,31.15
1,0.5704,0.0447,0.693739425,22.104,6,4,1182,12.645
1,0.1387,0.0361,1,27.3936,575,244,19,15.28
0,0.8728,0.8728,0.553381459,1.1342,36,7,5264,0.99
0,10.009,10.009,0.37037037,9.99,2,1,27,9.99
0,2.2222,2.2222,0.064516129,18.4273,583,291,248,12.26
0,0.6192,0.6192,0.653846154,48.4304,28,8,26,9.49
0,1.3137,1.3137,0.026058632,2.6642,153,11,2149,0.99
0,0.8134,0.8134,0.042553191,18.4273,583,291,282,12.26
1,0.5815,0.5815,0.387523629,51.5669,172,46,1587,23.725
0,2.6768,2.6768,0.026058632,1.3075,45,4,2149,1.12
1,0.7525,0.0191,0.979672501,51.6793,1586,447,1771,36
1,1.6869,0.0191,0.905845835,51.5669,172,46,1933,23.725
0,1.8382,1.8382,0.301587302,51.6793,1586,447,126,36
0,4.3329,4.3329,0.064516129,54.2361,154,42,31,43.275
0,3.1808,3.1808,0.046511628,0.94,18,2,258,0.94
0,1.8252,1.8252,0.166666667,27.3936,575,244,6,15.28
0,0.8436,0.8436,0.242424242,9.4236,146,60,99,4.97
1,0.5879,0.0155,0.915980231,63.8666,49,28,607,51
0,2.1803,2.1803,0.016241299,1.83,25,3,431,1.25
0,1.827,1.827,0.010115607,43.7809,35,11,692,34.59
0,0.9673,0.9673,0.217391304,51.6793,1586,447,23,36
1,0.8596,0.2863,0.489882444,52.3492,73,13,5189,51
1,1,1,0.363833478,0.99,3,1,2306,0.99
0,0.2155,0.2155,0.087179487,34.79,55,1,390,9.99
0,0.5631,0.5631,0.205128205,17.7409,385,73,78,10.49
0,0.6935,0.6935,0.032235459,27.3936,575,244,1427,15.28
1,0.7559,0.7559,0.343283582,64.817,517,165,536,41
0,0.1466,0.1466,0.30831643,6.752,63,3,493,6.18
0,1.592,1.592,0.135048232,1.25,4,1,311,1.25
1,1.5867,0.5421,0.619047619,18.4273,583,291,84,12.26
1,0.5698,0.5421,0.619047619,18.4273,583,291,84,12.26
1,0.8728,0.8728,0.605851064,1.1342,36,7,1880,0.99
0,0.6921,0.6921,0.363833478,2.875,7,2,2306,2.875
0,0.8466,0.8466,0.128269437,4.7126,593,190,2791,2.82
1,4.2609,2.1198,0.953642384,4.7126,593,190,151,2.82
1,0.044,0.044,1,113.1952,573,339,2,93.09
0,0.7498,0.7498,0.032193159,15.99,35,3,497,15.49
1,1.1757,1.1757,0.330218069,1.6925,21,8,642,1.535
1,0.2441,0.2441,0.053624042,4.0548,168,24,1697,0.995
0,1.6929,1.6929,0.015873016,17.7202,98,30,378,13.75
0,0.7979,0.7979,0.181147973,0.99,9,1,3798,0.99
1,1.1401,0.6334,0.298165138,23.6813,68,17,218,19.99
1,1.2516,0.0157,0.995726496,63.0227,256,141,1638,59.99
1,0.5345,0.5345,0.147058824,44.8812,335,134,136,37.57
1,1.0266,1.0266,0.525,43.8304,88,38,80,23.045
0,1.722,1.722,0.531141869,2.8977,97,22,1156,1.015
0,1.4109,1.4109,0.031888614,9.1783,15,2,4453,6.115
1,0.8698,0.682,0.571428571,58.6282,351,153,14,48.59
0,0.4563,0.4563,0.52,43.8304,88,38,25,23.045
0,0.6247,0.6247,0.247191011,15.99,35,3,89,15.49
0,0.8144,0.8144,0.068283711,6.1265,211,39,8699,4.99
1,0.9654,0.9654,1,31.0632,440,137,4,26.54
1,0.7928,0.1584,0.885057471,63.062,620,257,1740,56
0,1.6281,1.6281,0.010471204,32.5466,30,3,764,24.99
0,1.7219,1.7219,0.115151515,51.6793,1586,447,1320,36
0,0.3124,0.3124,0.100760456,9.5706,75,6,526,0.99
0,1.0722,1.0722,0.181147973,0.9233,15,3,3798,0.99
0,0.8705,0.8705,0.24964539,51.6793,1586,447,705,36
0,0.115,0.115,0.885057471,86.8692,607,252,1740,74.49
0,2.1104,2.1104,0.133333333,18.93,117,19,15,19.15
1,0.6896,0.2121,0.774193548,4.7126,593,190,31,2.82
1,0.4499,0.3743,0.170212766,26.6892,29,12,47,18.99
0,2.616,2.616,0.1,15.2866,36,5,80,5.95
0,3.1126,3.1126,0.166666667,61.0409,252,96,18,50.495
0,0.4704,0.4704,0.533333333,42.4916,15,2,15,27.495
1,0.4298,0.358,0.135048232,11.1443,117,30,311,2.59
0,0.5561,0.5561,0.693739425,1.78,12,2,1182,1.78
0,0.3778,0.3778,0.091288783,2.62,24,2,5028,2.62
0,0.601,0.601,0.091288783,1.647,75,10,5028,1.8
0,1.7328,1.7328,0.033898305,5.765,30,8,177,4
1,1.4642,1.2773,0.915980231,27.3936,575,244,607,15.28
0,0.6414,0.6414,0.725376593,1.5433,26,3,1726,0.99
0,7.0327,7.0327,0.025316456,3.1282,96,17,237,2.5
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
0,0.3094,0.3094,0.387755102,51.6793,1586,447,49,36
0,0.8191,0.8191,0.428571429,61.0409,252,96,7,50.495
0,2.2112,2.2112,0.095238095,2.2566,43,9,42,0.99
1,0.1709,0.1709,0.268292683,52.3561,284,93,41,46.09
0,1.4101,1.4101,0.013605442,2.475,6,2,147,2.475
0,0.9023,0.9023,0.111111111,17.7202,98,30,18,13.75
0,2.7378,2.7378,0.166666667,27.3936,575,244,6,15.28
0,0.674,0.674,0.043859649,26.6892,29,12,456,18.99
1,0.4806,0.1764,0.978723404,28.2762,16,8,188,22.49
0,0.3581,0.3581,0.155405405,4.16,39,8,148,2.075
1,1.9386,0.0738,0.979672501,13.4114,52,7,1771,9.99
1,0.4399,0.4399,0.333333333,147.7375,141,37,9,99.95
1,0.901,0.8044,0.036167513,31.0632,440,137,1576,26.54
1,1.2765,0.0087,0.871681416,113.1952,573,339,226,93.09
0,0.7053,0.7053,0.183150183,1.12,34,2,273,1.12
0,1.6202,1.6202,0.189634865,58.6282,351,153,849,48.59
0,0.4583,0.4583,0.055307761,2.16,33,5,1121,2.59
1,0.7893,0.2192,0.725376593,1.5963,36,11,1726,0.99
0,0.2992,0.2992,0.043956044,16.7107,91,14,91,7.75
0,1.5813,1.5813,0.314285714,113.1952,573,339,35,93.09
0,0.5421,0.5421,0.159021407,18.4273,583,291,327,12.26
0,1.0588,1.0588,0.210526316,4.7126,593,190,57,2.82
0,3.8506,3.8506,0.135042735,51.6793,1586,447,585,36
0,1.427,1.427,0.11751663,63.062,620,257,451,56
0,0.0273,0.0273,0.2,137.2483,43,6,155,121.25
0,1.2263,1.2263,0.059002433,12.223,285,33,1644,9.99
0,1.2498,1.2498,0.042016807,19.995,36,1,1071,4.99
1,0.6857,0.2263,0.4,8.8369,287,105,10,4.31
0,1.0402,1.0402,0.008514664,14.41,15,3,1057,4.99
0,0.8818,0.8818,0.708333333,2.2566,43,9,24,0.99
1,1.3666,0.0693,0.5625,14.2687,193,67,32,5.5
0,0.619,0.619,0.111940299,51.6793,1586,447,134,36
0,1.4512,1.4512,0.885057471,51.6793,1586,447,1740,36
1,0.21,0.21,0.503926702,4.7126,593,190,1528,2.82
1,0.6348,0.3646,0.133333333,27.3936,575,244,150,15.28
1,2.6688,0.0361,0.926829268,27.3936,575,244,41,15.28
0,0.6435,0.6435,0.102564103,31.0632,440,137,117,26.54
0,1.3213,1.3213,0.142857143,22.6966,76,18,7,23.98
1,0.8172,0.8056,0.545454545,86.8692,607,252,11,74.49
0,5.3049,5.3049,0.617449664,4.7126,593,190,149,2.82
1,0.6956,0.553,0.503926702,2.875,7,2,1528,2.875
0,0.8134,0.8134,0.065217391,18.4273,583,291,46,12.26
0,2.4935,2.4935,0.064516129,18.4273,583,291,248,12.26
0,0.2707,0.2707,0.330578512,18.4273,583,291,605,12.26
1,0.543,0.43,0.75177305,2.302,61,13,705,2.25
1,1,1,0.390243902,19,1,1,41,19
0,0.7571,0.7571,0.091288783,1.3075,45,4,5028,1.12
1,0.7841,0.7841,0.277108434,40.7425,15,4,249,35.975
0,1.3812,1.3812,0.072727273,86.8692,607,252,330,74.49
1,0.0197,0.0197,0.975,50.022,8,5,40,15
1,0.7708,0.2365,0.272727273,16.8647,195,51,11,9.99
0,0.0418,0.0418,0.2,137.2483,43,6,155,121.25
0,0.2992,0.2992,0.043956044,16.7107,91,14,91,7.75
0,3.3814,3.3814,0.191489362,17.7409,385,73,47,10.49
0,0.3826,0.3826,0.384210526,10.4281,167,65,190,4.99
0,1.4123,1.4123,0.03125,51.6793,1586,447,32,36
1,0.1872,0.1872,0.486842105,5.286,11,5,76,1.04
0,1.2754,1.2754,0.177083333,3.1282,96,17,96,2.5
0,0.8728,0.8728,0.424528302,1.1342,36,7,106,0.99
0,2.1411,2.1411,0.009892086,1.63,107,12,6672,0.99
1,0.5698,0.0537,0.979672501,18.4273,583,291,1771,12.26
1,1.126,0.1584,0.885057471,63.062,620,257,1740,56
1,0.4935,0.4935,0.30952381,64.817,517,165,84,41
0,5.0613,5.0613,0.021857923,52.3561,284,93,183,46.09
0,0.0981,0.0981,0.104218362,4.99,4,1,403,4.99
0,1.3752,1.3752,0.018518519,15.99,35,3,108,15.49
0,1.4512,1.4512,0.057692308,51.6793,1586,447,104,36
1,0.5282,0.5282,0.208732694,18.93,117,19,939,19.15
0,0.606,0.606,0.242105263,16.485,32,11,570,9.99
0,0.5421,0.5421,0.030487805,18.4273,583,291,656,12.26
0,1.2212,1.2212,0.32,28.652,15,5,850,15
1,0.8833,0.8833,0.133333333,113.1952,573,339,375,93.09
1,0.3409,0.3409,0.421052632,58.6282,351,153,57,48.59
0,0.4935,0.4935,0.30952381,64.817,517,165,84,41
1,0.6435,0.6435,0.272727273,31.0632,440,137,44,26.54
0,0.8675,0.8675,0.055307761,4.5994,198,34,1121,2.12
1,0.7607,0.115,0.885057471,86.8692,607,252,1740,74.49
1,0.4196,0.3949,0.674698795,20.2325,27,4,83,21.225
0,0.4738,0.4738,0.333333333,147.7375,141,37,9,99.95
0,0.3394,0.3394,0.032786885,8.8369,287,105,61,4.31
0,3.1446,3.1446,0.382165605,3.1768,29,16,157,2.99
